Disease,Count_number_of_URLs,URL,Symptoms_and_Causes,Diagnosis_and_Tests,Management_and_Treatment,Prevention,Prognosis,Living_with
17769-adrenal-tumors,6,https://my.clevelandclinic.org/health/diseases/17769-adrenal-tumors,https://my.clevelandclinic.org/health/diseases/17769-adrenal-tumors#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17769-adrenal-tumors#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17769-adrenal-tumors#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17769-adrenal-tumors#prevention,https://my.clevelandclinic.org/health/diseases/17769-adrenal-tumors#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17769-adrenal-tumors#living-with
17594-undescended-testicles,6,https://my.clevelandclinic.org/health/diseases/17594-undescended-testicles,https://my.clevelandclinic.org/health/diseases/17594-undescended-testicles#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17594-undescended-testicles#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17594-undescended-testicles#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17594-undescended-testicles#prevention,https://my.clevelandclinic.org/health/diseases/17594-undescended-testicles#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17594-undescended-testicles#living-with
21184-rhabdomyolysis,6,https://my.clevelandclinic.org/health/diseases/21184-rhabdomyolysis,https://my.clevelandclinic.org/health/diseases/21184-rhabdomyolysis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21184-rhabdomyolysis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21184-rhabdomyolysis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21184-rhabdomyolysis#prevention,https://my.clevelandclinic.org/health/diseases/21184-rhabdomyolysis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21184-rhabdomyolysis#living-with
11129-hand-foot-and-mouth-disease,6,https://my.clevelandclinic.org/health/diseases/11129-hand-foot-and-mouth-disease,https://my.clevelandclinic.org/health/diseases/11129-hand-foot-and-mouth-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/11129-hand-foot-and-mouth-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/11129-hand-foot-and-mouth-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/11129-hand-foot-and-mouth-disease#prevention,https://my.clevelandclinic.org/health/diseases/11129-hand-foot-and-mouth-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/11129-hand-foot-and-mouth-disease#living-with
14414-uveitis,6,https://my.clevelandclinic.org/health/diseases/14414-uveitis,https://my.clevelandclinic.org/health/diseases/14414-uveitis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/14414-uveitis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/14414-uveitis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/14414-uveitis#prevention,https://my.clevelandclinic.org/health/diseases/14414-uveitis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/14414-uveitis#living-with
17943-lichen-nitidus,6,https://my.clevelandclinic.org/health/diseases/17943-lichen-nitidus,https://my.clevelandclinic.org/health/diseases/17943-lichen-nitidus#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17943-lichen-nitidus#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17943-lichen-nitidus#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17943-lichen-nitidus#prevention,https://my.clevelandclinic.org/health/diseases/17943-lichen-nitidus#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17943-lichen-nitidus#living-with
17737-bartholin-cyst,6,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst#prevention,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17737-bartholin-cyst#living-with
15798-involuntary-facial-movements-hemifacial-spasm,6,https://my.clevelandclinic.org/health/diseases/15798-involuntary-facial-movements-hemifacial-spasm,https://my.clevelandclinic.org/health/diseases/15798-involuntary-facial-movements-hemifacial-spasm#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/15798-involuntary-facial-movements-hemifacial-spasm#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/15798-involuntary-facial-movements-hemifacial-spasm#management-and-treatment,https://my.clevelandclinic.org/health/diseases/15798-involuntary-facial-movements-hemifacial-spasm#prevention,https://my.clevelandclinic.org/health/diseases/15798-involuntary-facial-movements-hemifacial-spasm#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/15798-involuntary-facial-movements-hemifacial-spasm#living-with
4276-skin-fungus,6,https://my.clevelandclinic.org/health/diseases/4276-skin-fungus,https://my.clevelandclinic.org/health/diseases/4276-skin-fungus#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/4276-skin-fungus#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/4276-skin-fungus#management-and-treatment,https://my.clevelandclinic.org/health/diseases/4276-skin-fungus#prevention,https://my.clevelandclinic.org/health/diseases/4276-skin-fungus#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/4276-skin-fungus#living-with
8257-tension-type-headaches,6,https://my.clevelandclinic.org/health/diseases/8257-tension-type-headaches,https://my.clevelandclinic.org/health/diseases/8257-tension-type-headaches#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/8257-tension-type-headaches#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/8257-tension-type-headaches#management-and-treatment,https://my.clevelandclinic.org/health/diseases/8257-tension-type-headaches#prevention,https://my.clevelandclinic.org/health/diseases/8257-tension-type-headaches#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/8257-tension-type-headaches#living-with
17615-ventricular-septal-defects-vsd,6,https://my.clevelandclinic.org/health/diseases/17615-ventricular-septal-defects-vsd,https://my.clevelandclinic.org/health/diseases/17615-ventricular-septal-defects-vsd#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17615-ventricular-septal-defects-vsd#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17615-ventricular-septal-defects-vsd#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17615-ventricular-septal-defects-vsd#prevention,https://my.clevelandclinic.org/health/diseases/17615-ventricular-septal-defects-vsd#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17615-ventricular-septal-defects-vsd#living-with
21770-tooth-luxation,6,https://my.clevelandclinic.org/health/diseases/21770-tooth-luxation,https://my.clevelandclinic.org/health/diseases/21770-tooth-luxation#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21770-tooth-luxation#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21770-tooth-luxation#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21770-tooth-luxation#prevention,https://my.clevelandclinic.org/health/diseases/21770-tooth-luxation#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21770-tooth-luxation#living-with
21505-tonsil-stones,6,https://my.clevelandclinic.org/health/diseases/21505-tonsil-stones,https://my.clevelandclinic.org/health/diseases/21505-tonsil-stones#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21505-tonsil-stones#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21505-tonsil-stones#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21505-tonsil-stones#prevention,https://my.clevelandclinic.org/health/diseases/21505-tonsil-stones#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21505-tonsil-stones#living-with
17816-phenylketonuria,6,https://my.clevelandclinic.org/health/diseases/17816-phenylketonuria,https://my.clevelandclinic.org/health/diseases/17816-phenylketonuria#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17816-phenylketonuria#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17816-phenylketonuria#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17816-phenylketonuria#prevention,https://my.clevelandclinic.org/health/diseases/17816-phenylketonuria#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17816-phenylketonuria#living-with
17926-noonan-syndrome,6,https://my.clevelandclinic.org/health/diseases/17926-noonan-syndrome,https://my.clevelandclinic.org/health/diseases/17926-noonan-syndrome#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17926-noonan-syndrome#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17926-noonan-syndrome#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17926-noonan-syndrome#prevention,https://my.clevelandclinic.org/health/diseases/17926-noonan-syndrome#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17926-noonan-syndrome#living-with
21454-melasma,6,https://my.clevelandclinic.org/health/diseases/21454-melasma,https://my.clevelandclinic.org/health/diseases/21454-melasma#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21454-melasma#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21454-melasma#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21454-melasma#prevention,https://my.clevelandclinic.org/health/diseases/21454-melasma#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21454-melasma#living-with
15096-kidney-disease-chronic-kidney-disease,6,https://my.clevelandclinic.org/health/diseases/15096-kidney-disease-chronic-kidney-disease,https://my.clevelandclinic.org/health/diseases/15096-kidney-disease-chronic-kidney-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/15096-kidney-disease-chronic-kidney-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/15096-kidney-disease-chronic-kidney-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/15096-kidney-disease-chronic-kidney-disease#prevention,https://my.clevelandclinic.org/health/diseases/15096-kidney-disease-chronic-kidney-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/15096-kidney-disease-chronic-kidney-disease#living-with
4929-sjogrens-syndrome,6,https://my.clevelandclinic.org/health/diseases/4929-sjogrens-syndrome,https://my.clevelandclinic.org/health/diseases/4929-sjogrens-syndrome#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/4929-sjogrens-syndrome#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/4929-sjogrens-syndrome#management-and-treatment,https://my.clevelandclinic.org/health/diseases/4929-sjogrens-syndrome#prevention,https://my.clevelandclinic.org/health/diseases/4929-sjogrens-syndrome#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/4929-sjogrens-syndrome#living-with
10350-peptic-ulcer-disease,6,https://my.clevelandclinic.org/health/diseases/10350-peptic-ulcer-disease,https://my.clevelandclinic.org/health/diseases/10350-peptic-ulcer-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/10350-peptic-ulcer-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/10350-peptic-ulcer-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/10350-peptic-ulcer-disease#prevention,https://my.clevelandclinic.org/health/diseases/10350-peptic-ulcer-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/10350-peptic-ulcer-disease#living-with
17011-frontal-lobe-epilepsy,6,https://my.clevelandclinic.org/health/diseases/17011-frontal-lobe-epilepsy,https://my.clevelandclinic.org/health/diseases/17011-frontal-lobe-epilepsy#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17011-frontal-lobe-epilepsy#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17011-frontal-lobe-epilepsy#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17011-frontal-lobe-epilepsy#prevention,https://my.clevelandclinic.org/health/diseases/17011-frontal-lobe-epilepsy#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17011-frontal-lobe-epilepsy#living-with
17201-male-infertility,6,https://my.clevelandclinic.org/health/diseases/17201-male-infertility,https://my.clevelandclinic.org/health/diseases/17201-male-infertility#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17201-male-infertility#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17201-male-infertility#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17201-male-infertility#prevention,https://my.clevelandclinic.org/health/diseases/17201-male-infertility#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17201-male-infertility#living-with
22139-athletes-foot-tinea-pedis,6,https://my.clevelandclinic.org/health/diseases/22139-athletes-foot-tinea-pedis,https://my.clevelandclinic.org/health/diseases/22139-athletes-foot-tinea-pedis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/22139-athletes-foot-tinea-pedis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/22139-athletes-foot-tinea-pedis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/22139-athletes-foot-tinea-pedis#prevention,https://my.clevelandclinic.org/health/diseases/22139-athletes-foot-tinea-pedis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/22139-athletes-foot-tinea-pedis#living-with
14526-musculoskeletal-pain,6,https://my.clevelandclinic.org/health/diseases/14526-musculoskeletal-pain,https://my.clevelandclinic.org/health/diseases/14526-musculoskeletal-pain#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/14526-musculoskeletal-pain#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/14526-musculoskeletal-pain#management-and-treatment,https://my.clevelandclinic.org/health/diseases/14526-musculoskeletal-pain#prevention,https://my.clevelandclinic.org/health/diseases/14526-musculoskeletal-pain#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/14526-musculoskeletal-pain#living-with
